Date,Ticker,Close,High,Low,Return,Volatility7,MA5,Close_MA5_diff,SMA20,EMA20,SMA50,EMA50,SMA200,EMA200,PrevClose,TR,ATR7,ATR7_pct
2020-09-29,GLD,178.19,178.33,176.95,0.0084,0.0128,176.012,1.237415630752447,180.77,179.8617,182.5008,179.2553,,166.4907,176.7,1.6300000000000239,2.9185714285714335,1.6378985513055917
2020-09-30,GLD,177.12,178.61,176.66,-0.006,0.0108,176.478,0.3637847210417139,180.3735,179.6006,182.5832,179.1716,,166.5965,178.19,1.950000000000017,2.2757142857142947,1.284843205574918
2020-10-01,GLD,178.7,179.5,178.04,0.0089,0.0114,177.13,0.8863546547733265,180.1775,179.5148,182.6446,179.1531,,166.7169,177.12,2.3799999999999955,2.342857142857152,1.3110560396514561
2020-10-02,GLD,178.54,179.29,178.16,-0.0009,0.0064,177.85,0.3879673882485228,180.0475,179.422,182.6718,179.129,,166.8345,178.7,1.1299999999999955,1.854285714285721,1.0385827905711444
2020-10-05,GLD,179.41,180.14,178.9,0.0049,0.0064,178.392,0.5706533925288133,179.936,179.4209,182.686,179.1401,,166.9597,178.54,1.5999999999999943,1.730000000000006,0.9642717797224267
2020-10-06,GLD,177.3,180.37,177.05,-0.0118,0.0084,178.214,-0.5128665536938666,179.7365,179.2189,182.5874,179.0679,,167.0626,179.41,3.319999999999993,1.9828571428571462,1.1183627427282268
2020-10-07,GLD,177.22,177.42,176.43,-0.0005,0.0076,178.234,-0.5689150218252466,179.445,179.0285,182.4568,178.9954,,167.1636,177.3,0.9899999999999807,1.8571428571428572,1.0479307398391025
2020-10-08,GLD,177.85,178.45,176.67,0.0036,0.007,178.064,-0.12018150777248554,179.2145,178.9163,182.3112,178.9505,,167.27,177.22,1.7800000000000011,1.8785714285714252,1.056267319972688
2020-10-09,GLD,181.08,181.17,179.93,0.0182,0.0093,178.572,1.4044755056783873,179.146,179.1223,182.2576,179.034,,167.4074,177.85,3.319999999999993,2.0742857142857076,1.145507904951241
2020-10-12,GLD,180.56,180.83,180.19,-0.0029,0.0091,178.802,0.9832104786299984,178.9795,179.2593,182.1602,179.0939,,167.5382,181.08,0.8900000000000148,1.8614285714285674,1.0309196784606598
2020-10-13,GLD,177.72,178.6,177.1,-0.0157,0.0113,178.886,-0.6518117683888045,178.693,179.1127,182.0018,179.04,,167.6396,180.56,3.460000000000008,2.194285714285712,1.234686987556669
2020-10-14,GLD,178.27,179.59,178.27,0.0031,0.0111,179.096,-0.46120516371107867,178.408,179.0324,181.7754,179.0098,,167.7453,177.72,1.8700000000000045,2.232857142857142,1.2525142440439456
2020-10-15,GLD,178.92,179.15,177.59,0.0036,0.0101,179.31,-0.21750041827004338,178.206,179.0217,181.5268,179.0063,,167.8565,178.27,1.5600000000000023,1.981428571428572,1.1074382804765102
2020-10-16,GLD,178.3,179.32,178.13,-0.0035,0.0102,178.754,-0.2539803305100749,177.961,178.953,181.215,178.9786,,167.9604,178.92,1.1899999999999977,2.010000000000003,1.1273135165451502
2020-10-19,GLD,178.39,179.48,178.37,0.0005,0.0102,178.32,0.03925527142215858,177.9045,178.8993,180.9666,178.9555,,168.0642,178.3,1.1799999999999784,1.9242857142857142,1.0786959550903719
2020-10-20,GLD,179.25,179.67,178.08,0.0048,0.0071,178.626,0.34933324376070407,177.9345,178.9327,180.7486,178.967,,168.1755,178.39,1.589999999999975,1.6771428571428544,0.9356445507073107
2020-10-21,GLD,180.6,181.31,180.23,0.0075,0.0078,179.092,0.8420253277644905,178.225,179.0915,180.7618,179.0311,,168.2991,179.25,2.0600000000000023,1.8442857142857096,1.0211991773453544
2020-10-22,GLD,178.83,179.03,177.72,-0.0098,0.0058,179.074,-0.1362565196510938,178.3945,179.0666,180.7564,179.0232,,168.4039,180.6,2.8799999999999955,1.7614285714285651,0.9849737579984147
2020-10-23,GLD,178.64,179.2,177.76,-0.0011,0.0058,179.142,-0.28022462627413425,178.5795,179.026,180.6626,179.0082,,168.5058,178.83,1.4399999999999977,1.6999999999999926,0.9516345723242234
2020-10-26,GLD,178.55,179.14,178.22,-0.0005,0.0056,179.174,-0.3482648152075609,178.672,178.9807,180.5828,178.9902,,168.6057,178.64,0.9199999999999875,1.6085714285714192,0.9009081089730715
2020-10-27,GLD,179.02,179.43,178.51,0.0026,0.0055,179.128,-0.06029208163993104,178.7135,178.9844,180.4332,178.9914,,168.7093,178.55,0.9200000000000159,1.5699999999999932,0.8769969835772501
2020-10-28,GLD,176.13,176.85,175.44,-0.0161,0.0084,178.234,-1.1804706172784167,178.664,178.7126,180.1922,178.8792,,168.7832,179.02,3.5800000000000125,1.9128571428571408,1.086048454469506
2020-10-29,GLD,175.4,176.14,174.83,-0.0041,0.0079,177.548,-1.2098136841868092,178.499,178.3971,180.0554,178.7427,,168.849,176.13,1.3099999999999739,1.8728571428571408,1.067763479394037
2020-10-30,GLD,176.2,177.36,175.95,0.0046,0.0073,177.06,-0.48571105839829076,178.382,178.1878,179.9094,178.643,,168.9222,175.4,1.960000000000008,1.8585714285714272,1.0548078482244196
2020-11-02,GLD,177.91,177.93,177.13,0.0097,0.0081,176.932,0.5527547306309818,178.307,178.1614,179.827,178.6143,,169.0116,176.2,1.7300000000000182,1.6942857142857162,0.9523274207665202
2020-11-03,GLD,178.92,179.39,178.3,0.0057,0.0085,176.912,1.1350275843357043,178.388,178.2336,179.7854,178.6263,,169.1102,177.91,1.4799999999999898,1.7000000000000008,0.9501453163424999
2020-11-04,GLD,178.82,179.19,177.66,-0.0006,0.0085,177.45,0.7720484643561593,178.468,178.2895,179.7374,178.6338,,169.2068,178.92,1.5300000000000011,1.7871428571428598,0.9994088229184991
2020-11-05,GLD,182.93,183.29,180.97,0.023,0.0121,178.956,2.2206575918102875,178.722,178.7314,179.7288,178.8023,,169.3434,178.82,4.469999999999999,2.2942857142857145,1.2541877845545917
2020-11-06,GLD,183.19,183.53,182.19,0.0014,0.0089,180.354,1.5724630449005756,178.8275,179.156,179.7678,178.9744,,169.4811,182.93,1.3400000000000034,1.9742857142857133,1.0777257024322906
2020-11-09,GLD,175.08,176.45,173.64,-0.0443,0.021,179.788,-2.6186397312390137,178.5535,178.7679,179.5816,178.8217,,169.5368,183.19,9.550000000000011,3.1514285714285757,1.799993472371816
2020-11-10,GLD,175.66,176.91,175.66,0.0033,0.0209,179.136,-1.9404251518399425,178.4505,178.4719,179.3982,178.6977,,169.5978,175.08,1.829999999999984,3.132857142857144,1.7834778224166823
2020-11-11,GLD,174.9,175.28,174.44,-0.0043,0.0205,178.352,-1.9354983403606343,178.282,178.1317,179.1952,178.5488,,169.6505,175.66,1.2199999999999989,3.0599999999999983,1.7495711835334466
2020-11-12,GLD,175.96,176.77,175.84,0.0061,0.0205,176.958,-0.5639756326359874,178.134,177.9249,179.062,178.4472,,169.7133,174.9,1.8700000000000045,3.115714285714286,1.7706946383918427
2020-11-13,GLD,177.16,177.8,176.84,0.0068,0.0208,175.752,0.8011288633984176,178.077,177.852,178.9824,178.3968,,169.7874,175.96,1.8400000000000034,3.1600000000000006,1.7836983517724094
2020-11-16,GLD,177.15,177.91,176.87,-0.0001,0.018,176.166,0.558564081604855,178.015,177.7852,178.8926,178.3479,,169.8607,177.16,1.039999999999992,2.6699999999999995,1.5071972904318371
2020-11-17,GLD,176.5,177.44,176.09,-0.0037,0.0178,176.334,0.09413953066339834,177.8775,177.6628,178.7968,178.2754,,169.9267,177.15,1.3499999999999943,2.67142857142857,1.5135572642654787
2020-11-18,GLD,175.49,176.86,175.35,-0.0057,0.0051,176.452,-0.5451907600933903,177.622,177.4558,178.6456,178.1662,,169.9821,176.5,1.5100000000000193,1.5228571428571425,0.8677743135546997
2020-11-19,GLD,175.16,175.22,174.17,-0.0019,0.005,176.292,-0.6421164885530852,177.4385,177.2372,178.4996,178.0483,,170.0336,175.49,1.3200000000000216,1.4500000000000048,0.8278145695364267
2020-11-20,GLD,175.69,176.38,175.58,0.003,0.0048,175.998,-0.1750019886589579,177.291,177.0898,178.3644,177.9558,,170.0899,175.16,1.2199999999999989,1.4500000000000048,0.8253173202800415
2020-11-23,GLD,172.23,175.24,171.78,-0.0197,0.0084,175.014,-1.590729884466397,176.975,176.627,178.1312,177.7313,,170.1112,175.69,3.9099999999999966,1.741428571428575,1.0111064108625532
2020-11-24,GLD,169.59,169.69,168.86,-0.0153,0.0083,173.632,-2.3279119056395143,176.5035,175.9568,177.854,177.412,,170.106,172.23,3.369999999999976,1.9599999999999997,1.1557285217288753
2020-11-25,GLD,169.51,170.52,169.24,-0.0005,0.0082,172.436,-1.6968614442459906,176.1725,175.3428,177.5648,177.1021,,170.1001,169.59,1.2800000000000011,1.9942857142857153,1.1765003328922867
2020-11-27,GLD,167.79,167.83,166.78,-0.0101,0.0083,170.962,-1.8553830675822682,175.792,174.6235,177.2614,176.7369,,170.0771,169.51,2.7299999999999898,2.1914285714285717,1.3060543366282686
2020-11-30,GLD,166.67,167.43,166.03,-0.0067,0.0082,169.158,-1.4708142683171945,175.3155,173.866,176.9308,176.3421,,170.0432,167.79,1.759999999999991,2.2271428571428538,1.3362589891059302
2020-12-01,GLD,170.18,170.48,169.3,0.0211,0.0136,168.748,0.8486026501054925,174.929,173.515,176.744,176.1005,,170.0445,166.67,3.8100000000000023,2.5828571428571365,1.5177207326696065
2020-12-02,GLD,171.46,171.76,170.15,0.0075,0.0141,169.122,1.3824339825687928,174.556,173.3193,176.6002,175.9185,,170.0586,170.18,1.6099999999999852,2.6385714285714204,1.5388845378347256
2020-12-03,GLD,172.81,172.85,171.08,0.0079,0.0125,169.782,1.7834635002532608,174.2555,173.2708,176.5606,175.7966,,170.086,171.46,1.7699999999999818,2.3328571428571325,1.3499549463903318
2020-12-04,GLD,172.32,173.32,171.59,-0.0028,0.0106,170.688,0.9561304836895417,173.725,173.1802,176.4982,175.6603,,170.1082,172.81,1.7299999999999898,2.0985714285714203,1.2178339302294687
2020-12-07,GLD,174.89,175.29,172.51,0.0149,0.0115,172.332,1.484344172875608,173.31,173.3431,176.4972,175.6301,,170.1558,172.32,2.969999999999999,2.3399999999999914,1.3379838755789306
2020-12-08,GLD,175.5,175.93,174.72,0.0035,0.0096,173.396,1.2134074603797167,173.331,173.5485,176.4732,175.625,,170.209,174.89,1.210000000000008,2.1228571428571366,1.209605209605206
2020-12-09,GLD,172.5,174.04,171.24,-0.0171,0.0124,173.604,-0.6359300476947612,173.173,173.4486,176.3594,175.5024,,170.2318,175.5,4.259999999999991,2.4799999999999938,1.4376811594202863
2020-12-10,GLD,172.17,173.58,171.7,-0.0019,0.0103,173.476,-0.7528418916737829,173.0365,173.3268,176.2604,175.3717,,170.2511,172.5,1.8800000000000239,2.204285714285711,1.2802960529045195
2020-12-11,GLD,172.49,173.32,172.11,0.0019,0.01,173.51,-0.587862371044886,172.863,173.2471,176.1362,175.2587,,170.2733,172.17,1.2099999999999795,2.1471428571428532,1.2447926587876708
2020-12-14,GLD,171.54,172.52,170.91,-0.0055,0.0097,172.84,-0.7521407081694118,172.582,173.0846,175.9962,175.1129,,170.2859,172.49,1.6100000000000136,2.124285714285715,1.2383617315411655
2020-12-15,GLD,173.94,173.98,173.06,0.014,0.0112,172.528,0.818417879996294,172.4215,173.166,175.8868,175.0669,,170.3223,171.54,2.4399999999999977,2.2257142857142873,1.2795873782420877
2020-12-16,GLD,174.9,175.02,173.02,0.0055,0.0097,173.008,1.0935910478128155,172.3415,173.3312,175.8388,175.0604,,170.3679,173.94,2.0,2.087142857142859,1.1933349669198736
2020-12-17,GLD,176.74,177.87,176.58,0.0105,0.0105,173.922,1.6202665562723588,172.404,173.6558,175.8292,175.1262,,170.4313,174.9,2.969999999999999,2.3385714285714294,1.3231704359915295
2020-12-18,GLD,176.44,176.98,176.1,-0.0017,0.0071,174.712,0.9890562754704936,172.468,173.921,175.801,175.1777,,170.491,176.74,0.8799999999999955,1.855714285714287,1.0517537325517383
2020-12-21,GLD,175.88,176.94,175.76,-0.0032,0.0073,175.58,0.17086228499828165,172.4775,174.1076,175.697,175.2053,,170.5447,176.44,1.1800000000000068,1.7557142857142847,0.9982455570356406
2020-12-22,GLD,174.49,176.34,174.34,-0.0079,0.0084,175.69,-0.6830212305765773,172.5905,174.144,175.5756,175.1772,,170.5839,175.88,2.0,1.8685714285714303,1.0708759404959771
2020-12-23,GLD,175.65,176.21,175.06,0.0066,0.0079,175.84,-0.10805277525022619,172.8935,174.2874,175.5342,175.1958,,170.6343,174.49,1.7199999999999989,1.884285714285714,1.072750193160099
2020-12-24,GLD,176.35,176.37,175.51,0.004,0.0064,175.762,0.33454330287547585,173.2355,174.4838,175.4958,175.241,,170.6912,175.65,0.8600000000000136,1.6585714285714306,0.9404998177325947
2020-12-28,GLD,175.71,177.91,175.63,-0.0036,0.0065,175.616,0.05352587463556515,173.6315,174.6006,175.4316,175.2594,,170.7411,176.35,2.280000000000001,1.6985714285714306,0.9666902444775086
2020-12-29,GLD,176.35,176.97,175.57,0.0036,0.0052,175.71,0.3642365260941246,174.1155,174.7672,175.3926,175.3022,,170.797,175.71,1.4000000000000057,1.4742857142857173,0.8359998379845293
2020-12-30,GLD,177.7,177.72,176.44,0.0077,0.0059,176.352,0.7643803302485851,174.4915,175.0465,175.3788,175.3962,,170.8656,176.35,1.3700000000000045,1.5442857142857187,0.8690409196880803
2020-12-31,GLD,178.36,178.4,177.32,0.0037,0.0057,176.894,0.8287448980745578,174.8365,175.3621,175.361,175.5125,,170.9402,177.7,1.0800000000000125,1.5300000000000051,0.8578156537340238
2021-01-04,GLD,182.33,182.4,180.96,0.0223,0.0079,178.09,2.380818687180644,175.3125,176.0257,175.3956,175.7798,,171.0535,178.36,4.039999999999992,1.8214285714285754,0.9989736035916061
2021-01-05,GLD,182.87,183.21,181.82,0.003,0.008,179.522,1.864952484932216,175.84,176.6776,175.4764,176.0579,,171.1711,182.33,1.3900000000000148,1.7742857142857207,0.9702442796990871
2021-01-06,GLD,179.9,181.58,178.24,-0.0162,0.0116,180.232,-0.18420702206045186,176.0905,176.9845,175.5016,176.2085,,171.258,182.87,4.6299999999999955,2.3128571428571467,1.2856348765187031
2021-01-07,GLD,179.48,179.92,178.84,-0.0023,0.0115,180.588,-0.6135512880147098,176.2895,177.2221,175.5202,176.3368,,171.3398,179.9,1.079999999999984,2.141428571428573,1.1931293578273752
2021-01-08,GLD,173.34,176.99,171.48,-0.0342,0.0182,179.584,-3.476924447612259,176.3315,176.8524,175.4066,176.2193,,171.3597,179.48,8.0,3.084285714285715,1.7793271687352687
2021-01-11,GLD,173.0,173.68,172.03,-0.002,0.0176,177.718,-2.654767665627561,176.373,176.4855,175.344,176.093,,171.376,173.34,1.6500000000000057,3.124285714285715,1.8059454995871187
2021-01-12,GLD,174.12,174.18,172.32,0.0065,0.0179,175.968,-1.0501909438079564,176.4545,176.2602,175.3184,176.0157,,171.4033,173.0,1.8600000000000136,3.2357142857142867,1.8583243083587677
2021-01-13,GLD,173.37,174.46,173.05,-0.0043,0.0139,174.662,-0.739714419850913,176.546,175.985,175.2618,175.9119,172.4922,171.4229,174.12,1.4099999999999966,2.8600000000000017,1.6496510353579061
2021-01-14,GLD,173.28,174.22,172.66,-0.0005,0.0135,173.422,-0.08188119154432305,176.513,175.7273,175.1692,175.8087,172.6183,171.4414,173.37,1.5600000000000023,2.884285714285714,1.6645231499802133
2021-01-15,GLD,171.13,173.07,170.98,-0.0124,0.0132,172.98,-1.069487802058038,176.3245,175.2895,175.0134,175.6252,172.7267,171.4383,173.28,2.3000000000000114,2.5514285714285734,1.490930036480204
2021-01-19,GLD,172.58,172.85,171.92,0.0085,0.0144,172.896,-0.182768832130283,176.1165,175.0315,174.8886,175.5058,172.8301,171.4496,171.13,1.7199999999999989,2.642857142857147,1.5313808916775677
2021-01-20,GLD,175.39,175.47,173.82,0.0163,0.0094,173.15,1.2936760034651924,176.064,175.0656,174.7378,175.5013,172.9438,171.4888,172.58,2.8899999999999864,1.912857142857145,1.0906306761258595
2021-01-21,GLD,175.28,175.51,174.51,-0.0006,0.0094,173.532,1.0073070096581556,176.034,175.086,174.5796,175.4926,173.0358,171.5266,175.39,1.0,1.8200000000000014,1.0383386581469656
2021-01-22,GLD,173.9,174.29,172.35,-0.0079,0.0098,173.656,0.1405076703367576,176.0045,174.9731,174.556,175.4301,173.1251,171.5502,175.28,2.930000000000007,1.972857142857143,1.1344779429885814
2021-01-25,GLD,174.05,174.96,173.19,0.0009,0.0096,174.24,-0.10904499540863045,175.9245,174.8852,174.5238,175.376,173.2221,171.575,173.9,1.7700000000000102,2.0242857142857167,1.163048385111012
2021-01-26,GLD,173.62,174.26,173.42,-0.0025,0.0097,174.448,-0.4746400073374317,175.788,174.7647,174.4982,175.3072,173.2968,171.5954,174.05,0.8400000000000034,1.921428571428574,1.1066861948096842
2021-01-27,GLD,172.52,173.52,171.66,-0.0063,0.0085,173.874,-0.7787248237229172,175.6285,174.5509,174.4294,175.1979,173.3523,171.6046,173.62,1.960000000000008,1.8728571428571448,1.0855884203901836
2021-01-28,GLD,172.68,174.73,172.04,0.0009,0.0079,173.354,-0.38879979694729083,175.445,174.3727,174.3398,175.0991,173.4023,171.6153,172.52,2.6899999999999977,2.0114285714285733,1.1648300737946335
2021-01-29,GLD,172.61,175.16,172.61,-0.0004,0.0035,173.096,-0.2807690530110401,175.1905,174.2048,174.249,175.0015,173.4561,171.6252,172.68,2.549999999999983,1.9628571428571442,1.1371630513047588
2021-02-01,GLD,174.23,175.26,174.06,0.0094,0.0057,173.132,0.6341981840445352,174.984,174.2072,174.2036,174.9712,173.5187,171.6511,172.61,2.6499999999999773,2.1985714285714266,1.261878797320454
2021-02-02,GLD,172.11,172.53,171.51,-0.0122,0.0067,172.83,-0.4165943412601972,174.473,174.0075,174.136,174.859,173.5864,171.6557,174.23,2.719999999999999,2.1685714285714255,1.2599915336537246
2021-02-03,GLD,171.85,172.59,171.5,-0.0015,0.0066,172.696,-0.48987816741557627,173.922,173.802,174.0698,174.741,173.6472,171.6576,172.11,1.0900000000000034,2.071428571428567,1.2053701317594223
2021-02-04,GLD,168.15,168.4,167.34,-0.0215,0.01,171.79,-2.1188660573956497,173.3345,173.2637,173.919,174.4826,173.6948,171.6227,171.85,4.509999999999991,2.59571428571428,1.5436897328065893
2021-02-05,GLD,169.81,170.18,168.67,0.0099,0.0113,171.23,-0.8292939321380527,172.851,172.9348,173.8706,174.2993,173.7352,171.6047,168.15,2.030000000000001,2.6057142857142788,1.5344881253838283
2021-02-08,GLD,171.52,172.4,171.49,0.0101,0.0122,170.688,0.48743907011624843,172.76,172.8001,173.9092,174.1903,173.7761,171.6038,169.81,2.5900000000000034,2.5914285714285654,1.5108608742004228
2021-02-09,GLD,172.08,173.03,171.75,0.0033,0.0123,170.682,0.8190670369459139,172.714,172.7315,173.9606,174.1076,173.8234,171.6086,171.52,1.509999999999991,2.442857142857138,1.4196054991034042
2021-02-10,GLD,172.71,173.22,172.01,0.0037,0.0117,170.854,1.0863076076650207,172.6435,172.7294,174.059,174.0528,173.8791,171.6195,172.08,1.210000000000008,2.2371428571428567,1.2953175016749792
2021-02-11,GLD,171.21,172.87,170.71,-0.0087,0.0113,171.466,-0.14930073600597216,172.5355,172.5847,174.1498,173.9413,173.931,171.6155,172.71,2.1599999999999966,2.157142857142856,1.2599397565228994
2021-02-12,GLD,170.69,171.65,169.88,-0.003,0.0113,171.642,-0.5546428030435431,172.406,172.4043,174.16,173.8138,173.9758,171.6062,171.21,1.7700000000000102,2.2542857142857144,1.32068997263209
2021-02-16,GLD,168.24,170.07,167.73,-0.0144,0.0093,170.986,-1.6059794369129525,172.2615,172.0077,174.0956,173.5952,174.0229,171.5727,170.69,2.960000000000008,2.0328571428571456,1.2083078595204144
2021-02-17,GLD,166.33,167.34,165.85,-0.0114,0.009,169.836,-2.0643444263878092,171.949,171.4669,173.966,173.3103,174.0557,171.5206,168.24,2.390000000000015,2.084285714285719,1.2531026960173866
2021-02-18,GLD,166.32,167.3,165.73,-0.0001,0.0072,168.558,-1.3277328871960985,171.4955,170.9768,173.846,173.0362,174.0856,171.4688,166.33,1.5700000000000216,1.9385714285714357,1.1655672369958128
2021-02-19,GLD,167.01,167.94,166.6,0.0041,0.0074,167.718,-0.4221371588022743,171.082,170.599,173.6884,172.7998,174.1156,171.4245,166.32,1.6200000000000045,1.9542857142857233,1.17016089712336
2021-02-22,GLD,169.51,169.89,168.3,0.015,0.0101,167.482,1.2108763926869703,170.8625,170.4953,173.5686,172.6708,174.1684,171.4054,167.01,2.8799999999999955,2.19285714285715,1.2936447070126544
2021-02-23,GLD,169.12,169.74,168.28,-0.0023,0.0098,167.658,0.8720132650992005,170.616,170.3643,173.501,172.5316,174.207,171.3827,169.51,1.460000000000008,2.092857142857152,1.2374983105825164
2021-02-24,GLD,169.0,169.14,167.15,-0.0007,0.0098,168.192,0.4804033485540291,170.385,170.2344,173.4376,172.3931,174.2499,171.359,169.12,1.9899999999999807,2.124285714285719,1.2569737954353366
2021-02-25,GLD,165.82,167.66,165.45,-0.0188,0.0108,168.092,-1.3516407681507863,170.05,169.8139,173.3042,172.1353,174.2819,171.3039,169.0,3.5500000000000114,2.208571428571434,1.331908954632393
2021-02-26,GLD,161.81,165.1,160.95,-0.0242,0.0134,167.052,-3.137945070995852,169.5065,169.0517,173.1096,171.7304,174.2908,171.2094,165.82,4.8700000000000045,2.5628571428571467,1.5838682052142308
2021-03-01,GLD,161.53,163.35,161.16,-0.0017,0.0134,165.456,-2.372836282757947,168.9525,168.3353,172.8614,171.3304,174.2905,171.1131,161.81,2.1899999999999977,2.6514285714285717,1.6414465247499361
2021-03-02,GLD,162.41,162.93,161.22,0.0054,0.0135,164.114,-1.0383026432845508,168.3615,167.771,172.6116,170.9806,174.2875,171.0265,161.53,1.710000000000008,2.664285714285715,1.6404690070104766
2021-03-03,GLD,160.62,161.69,159.49,-0.011,0.0107,162.438,-1.1191962471835308,167.787,167.0899,172.2892,170.5743,174.271,170.9229,162.41,2.9199999999999875,2.6699999999999995,1.662308554351886
2021-03-04,GLD,159.04,161.46,158.43,-0.0098,0.0105,161.082,-1.2676773320420667,167.1465,166.3233,171.9412,170.122,174.2527,170.8047,160.62,3.030000000000001,2.894285714285713,1.8198476573728073
2021-03-05,GLD,159.14,159.82,158.55,0.0006,0.0107,160.548,-0.8769962877145873,166.696,165.6392,171.6064,169.6913,174.2271,170.6886,159.04,1.2699999999999818,2.7914285714285705,1.7540709887071577
2021-03-08,GLD,157.49,158.74,157.13,-0.0104,0.0097,159.74,-1.4085388756729684,166.08,164.8631,171.2664,169.2128,174.1913,170.5573,159.14,2.009999999999991,2.571428571428567,1.6327567283183484
2021-03-09,GLD,160.84,161.25,160.42,0.0213,0.0116,159.426,0.8869318680767352,165.546,164.4799,170.9702,168.8845,174.1842,170.4606,157.49,3.759999999999991,2.412857142857137,1.5001598749422635
2021-03-10,GLD,161.66,161.78,160.66,0.0051,0.0118,159.634,1.2691531879173676,165.025,164.2113,170.6764,168.6011,174.1765,170.373,160.84,1.1200000000000045,2.259999999999995,1.397995793640972
2021-03-11,GLD,161.52,161.98,161.12,-0.0009,0.0116,160.13,0.8680447136701522,164.4655,163.955,170.3926,168.3235,174.1796,170.2849,161.66,0.8599999999999852,2.1385714285714204,1.3240288686053865
2021-03-12,GLD,161.49,161.69,159.35,-0.0002,0.0106,160.6,0.5541718555417278,163.9795,163.7203,170.0954,168.0555,174.1812,170.1974,161.52,2.3400000000000034,2.05571428571428,1.272966924090829
2021-03-15,GLD,162.2,162.55,161.43,0.0044,0.0096,161.542,0.40732441098908456,163.555,163.5755,169.7854,167.8259,174.1836,170.1179,161.49,1.1200000000000045,1.7828571428571374,1.0991720979390491
2021-03-16,GLD,162.35,163.2,161.81,0.0009,0.0096,161.844,0.31264674624947497,163.2605,163.4588,169.4652,167.6111,174.1808,170.0406,162.2,1.3899999999999864,1.7999999999999952,1.1087157376039392
2021-03-17,GLD,163.51,164.15,161.48,0.0071,0.0076,162.214,0.79894460404157,163.1195,163.4636,169.0888,167.4503,174.1801,169.9756,162.35,2.670000000000016,1.894285714285713,1.158513677625658
2021-03-18,GLD,162.56,162.82,161.11,-0.0058,0.0044,162.422,0.08496385957567647,162.9315,163.3776,168.6826,167.2585,174.1799,169.9018,163.51,2.3999999999999773,1.6999999999999968,1.045767716535431
2021-03-19,GLD,163.24,163.43,162.43,0.0042,0.0043,162.772,0.28751873786647447,162.743,163.3645,168.3494,167.1009,174.198,169.8355,162.56,1.0,1.682857142857139,1.0309097910176055
2021-03-22,GLD,163.0,163.13,162.16,-0.0015,0.0043,162.932,0.041735202415739116,162.4175,163.3298,168.0198,166.9401,174.2066,169.7675,163.24,1.0800000000000125,1.7142857142857142,1.0517090271691498
2021-03-23,GLD,161.81,162.49,161.59,-0.0073,0.0054,162.824,-0.6227583157274172,162.052,163.185,167.7892,166.7389,174.2257,169.6883,163.0,1.4099999999999966,1.5814285714285705,0.9773367353244982
2021-03-24,GLD,162.37,162.89,161.94,0.0035,0.0053,162.596,-0.13899480922039847,161.7205,163.1074,167.5766,166.5676,174.2389,169.6155,161.81,1.079999999999984,1.5757142857142818,0.9704466870199432
2021-03-25,GLD,161.78,163.58,161.32,-0.0036,0.0055,162.44,-0.4063038660428445,161.5185,162.981,167.3298,166.3798,174.2415,169.5375,162.37,2.2600000000000193,1.7000000000000008,1.0508097416244289
2021-03-26,GLD,162.24,162.73,161.65,0.0028,0.0047,162.24,0.0,161.54,162.9104,167.1072,166.2175,174.2348,169.4649,161.78,1.079999999999984,1.472857142857139,0.9078261482107611
2021-03-29,GLD,160.31,161.52,159.83,-0.0119,0.0061,161.702,-0.8608427848758803,161.479,162.6628,166.8478,165.9858,174.2244,169.3738,162.24,2.4099999999999966,1.4742857142857133,0.9196467558391325
2021-03-30,GLD,157.57,158.2,157.55,-0.0171,0.0076,160.854,-2.0416029442848918,161.237,162.1777,166.5766,165.6558,174.1992,169.2564,160.31,2.759999999999991,1.7257142857142835,1.0952048522652051
2021-03-31,GLD,159.96,160.68,158.05,0.0152,0.0108,160.372,-0.2569027012196681,161.204,161.9665,166.3242,165.4324,174.1873,169.1639,157.57,3.1100000000000136,2.015714285714284,1.2601364626870992
2021-04-01,GLD,161.98,162.11,161.28,0.0126,0.0119,160.412,0.9774829813230829,161.351,161.9678,166.056,165.297,174.186,169.0924,159.96,2.1500000000000057,2.1214285714285706,1.309685499091598
2021-04-05,GLD,161.92,162.4,161.36,-0.0004,0.0119,160.348,0.9803677002519359,161.49,161.9633,165.7888,165.1646,174.1828,169.021,161.98,1.039999999999992,2.115714285714286,1.3066417278373803
2021-04-06,GLD,163.22,163.53,162.75,0.008,0.0121,160.93,1.4229789349406525,161.7765,162.0829,165.5752,165.0883,174.1877,168.9633,161.92,1.6100000000000136,2.0228571428571422,1.2393439179372272
2021-04-07,GLD,162.76,163.31,162.5,-0.0028,0.0122,161.968,0.4889854786130604,161.8725,162.1474,165.3494,164.997,174.1814,168.9016,163.22,0.8100000000000023,1.9842857142857164,1.2191482638766997
2021-04-08,GLD,164.51,164.77,164.14,0.0108,0.0113,162.878,1.0019769397954328,162.015,162.3724,165.1672,164.9779,174.1784,168.8579,162.76,2.0100000000000193,1.9271428571428626,1.171444202263001
2021-04-09,GLD,163.27,163.66,162.48,-0.0075,0.0087,163.136,0.08214005492350833,162.1025,162.4579,164.9822,164.911,174.1624,168.8023,164.51,2.030000000000001,1.8228571428571496,1.1164679015478347
2021-04-12,GLD,162.28,162.8,161.81,-0.0061,0.0083,163.208,-0.568599578452035,162.142,162.441,164.7742,164.8078,174.1443,168.7374,163.27,1.460000000000008,1.5871428571428632,0.9780273953308253
